date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version
2020-01-02,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-02,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-02,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-02,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-02,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-02,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-03,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-03,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-03,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-03,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-03,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-03,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-04,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-04,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-04,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-04,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-04,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-04,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-05,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-05,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-05,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-05,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-05,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-05,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-06,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-06,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-06,Rt,2.79179408020897,2.99438133512912,3.0945534799741,3.10487161170166,3.21990736097685,3.47862129945915,Relax Interventions 50%,Panama,PAN,2020-06-19,v3
2020-01-06,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Additional 50% Reduction,Panama,PAN,2020-06-19,v3
2020-01-06,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Maintain Status Quo,Panama,PAN,2020-06-19,v3
2020-01-06,Rt,2.77539346648338,2.98519029486092,3.08333902217554,3.10003565485305,3.22120475775294,3.40865524604392,Surged Relax Interventions 50%,Panama,PAN,2020-06-19,v3
